Thousand million barrels,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2014,of total,
Venezuela,19.5,19.9,24.9,25.9,28.0,54.5,55.5,58.1,58.5,59.0,60.1,62.6,63.3,64.4,64.9,66.3,72.7,74.9,76.1,76.8,76.8,77.7,77.3,77.2,79.7,80.0,87.3,99.4,172.3,211.2,296.5,297.6,297.7,298.3,300.0,300.9,0.3%,17.7%,
